agaaus beitaw corlae cyadea cyamed daccup dacdac eladen hedarb hohpop kniexc kuneri lepsco metrob neslan rhosap vitluc altitude
0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 160 
0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 160 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170 
0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 180 
0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 185 
0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 180 
0 1 0 1 1 1 1 0 1 0 1 0 0 0 0 0 0 140 
0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 130 
0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 100 
0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1 60 
0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 1 80 
1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 110 
0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 200 
0 1 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 220 
0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 240 
0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 240 
0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 240 
0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 80 
0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 240 
0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 260 
0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 260 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 200 
0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 80 
0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 220 
0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 280 
0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 200 
0 1 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 200 
0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 80 
0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 240 
0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 280 
0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 300 
0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 240 
0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 200 
0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 160 
0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 210 
0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 240 
0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 220 
0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 100 
0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 60 
0 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 1 60 
0 1 0 0 0 1 1 0 0 0 1 1 0 1 0 0 1 75 
0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 1 0 50 
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 60 
1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 70 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 80 
0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 90 
1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 95 
0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 65 
0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 80 
0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 100 
0 1 1 1 0 0 0 0 1 0 1 0 0 0 0 1 1 100 
0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 200 
0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 200 
0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 260 
0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 220 
0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 180 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 180 
0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 180 
0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 120 
0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 120 
0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 190 
0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 180 
0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 180 
0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 160 
0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 200 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 160 
0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 120 
0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 110 
0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 1 0 200 
0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 240 
0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 290 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 210 
1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 200 
1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 200 
0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 290 
0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 1 0 120 
0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 300 
0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 240 
0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 300 
0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 320 
1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 270 
1 0 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 210 
1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 120 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 40 
1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 80 
0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 260 
0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 200 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 130 
1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 150 
0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 100 
0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 170 
0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 150 
0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 150 
0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 250 
0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 120 
0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 180 
1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 200 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 10 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 100 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 160 
0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0 280 
0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 210 
1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 260 
1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 170 
0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 80 
0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 100 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 60 
0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 100 
1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 160 
0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 90 
1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 150 
1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 130 
0 1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 200 
0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 100 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 
1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 60 
0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 20 
1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 200 
0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 200 
0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 300 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 300 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 300 
1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 450 
1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 390 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400 
0 1 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 400 
0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 300 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 160 
1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 230 
0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 200 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 280 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 260 
0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 300 
0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 400 
0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 500 
0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 400 
0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 500 
0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 600 
0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 620 
0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 600 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 600 
0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 1 20 
0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 100 
0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 300 
0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 500 
0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 660 
0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 360 
0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 360 
0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 100 
0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 100 
1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 100 
1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 230 
0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 300 
0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 220 
0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 280 
0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 230 
1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 220 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 135 
1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 280 
1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 140 
1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 150 
0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 100 
0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 600 
0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 600 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 480 
0 1 0 1 1 1 0 0 1 0 1 0 0 1 0 0 0 300 
0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 200 
0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 245 
0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 245 
0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 260 
0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 280 
1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 260 
0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 320 
0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 300 
0 1 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 180 
0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 220 
0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 170 
0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 200 
0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 180 
0 1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 150 
0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 160 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 210 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 300 
0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 320 
0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 70 
0 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 190 
0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 370 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 420 
0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 400 
0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 340 
0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 380 
0 1 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 440 
0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 500 
0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 500 
0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 180 
0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 300 
0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 400 
0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 200 
0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 110 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 180 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 300 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 300 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 320 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 130 
0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 110 
0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 90 
0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 120 
0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 300 
0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 180 
0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 190 
0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 240 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 20 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 20 
