agaaus beitaw corlae cyadea cyamed daccup dacdac eladen hedarb hohpop kniexc kuneri lepsco metrob neslan rhosap vitluc altitude
1 0 0 0 0 1 0 0 0 0 1 1 1 0 1 0 0 120 
1 0 0 0 1 1 0 0 0 1 1 1 1 0 1 0 0 140 
1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 190 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 130 
0 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 1 190 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 40 
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
0 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 0 200 
0 0 0 1 1 1 1 0 0 1 0 1 1 0 0 1 0 160 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 240 
0 1 1 1 1 1 0 0 1 1 1 0 0 0 1 1 1 200 
1 0 0 1 1 1 0 0 1 0 1 1 0 0 0 1 1 200 
0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 220 
0 0 0 1 1 0 0 1 1 0 1 1 0 0 1 1 0 260 
0 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 0 160 
0 1 0 1 1 1 0 1 0 1 1 1 1 0 1 0 0 290 
0 1 0 1 1 1 0 0 1 1 1 0 0 0 0 1 1 140 
0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 1 1 300 
0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 0 0 320 
0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 270 
0 1 0 1 1 0 0 1 1 1 1 1 0 0 1 0 0 260 
0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 1 0 240 
0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0 0 310 
0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 300 
0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 0 0 300 
0 1 0 1 1 1 0 1 1 0 0 0 0 0 1 1 0 340 
0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 320 
0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 330 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 300 
0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 370 
0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 320 
0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 390 
0 1 0 1 1 1 0 0 1 1 1 0 0 0 0 1 1 340 
0 1 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 305 
1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 220 
1 0 0 0 1 1 1 1 0 0 1 1 0 0 0 1 0 400 
0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 230 
0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 1 0 300 
0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 340 
0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 50 
0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 10 
0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 250 
0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 218 
0 0 0 0 1 0 0 0 1 0 1 1 1 0 1 0 0 245 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 200 
0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 0 160 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 200 
0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 250 
0 1 0 1 0 0 0 1 1 1 1 1 0 0 0 1 0 290 
1 0 0 1 1 1 0 0 0 0 1 0 0 0 1 1 0 280 
0 1 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 80 
0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 270 
0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 260 
0 0 0 1 1 0 1 1 1 0 1 0 0 0 1 1 1 110 
0 1 0 1 1 0 1 1 0 1 1 0 0 0 1 1 0 200 
0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1 120 
0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 160 
0 1 0 0 1 1 0 1 1 0 1 0 0 0 0 1 0 320 
0 0 0 1 1 1 0 1 1 0 0 0 0 0 1 1 0 300 
0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0 370 
0 1 0 1 1 1 0 0 1 0 1 0 0 0 1 1 0 340 
0 1 0 1 0 1 0 1 0 0 1 1 0 1 1 0 0 280 
0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 200 
0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 190 
0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 200 
0 1 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 180 
0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 100 
1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 120 
1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 140 
0 1 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 110 
0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 200 
1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 220 
0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 110 
0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1 0 100 
0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 1 0 0 
1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 100 
0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 180 
0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0 180 
0 1 0 1 1 1 0 0 0 0 1 0 0 1 0 1 0 320 
0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 360 
0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 1 150 
0 1 0 0 1 0 1 0 1 0 1 1 0 1 0 1 0 140 
0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 325 
0 1 1 0 1 1 0 0 1 0 1 0 0 0 0 1 0 240 
0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 150 
0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 160 
0 1 0 1 1 1 1 0 1 0 1 0 0 0 1 1 0 140 
1 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 70 
0 0 0 1 1 1 1 0 1 0 1 0 0 1 0 1 0 160 
1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 110 
0 0 0 0 1 0 1 0 1 1 1 0 0 1 1 1 0 90 
0 0 0 0 1 1 1 0 1 0 1 0 0 1 0 1 0 200 
1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 70 
0 1 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 110 
1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 280 
1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 200 
0 1 1 1 1 0 0 0 1 1 1 0 0 0 0 1 1 220 
0 1 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0 360 
0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 380 
0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 260 
0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 390 
1 0 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 280 
1 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1 1 160 
0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 320 
0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 220 
1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 300 
0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 345 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 260 
0 1 0 1 1 1 0 1 1 1 1 0 0 1 0 1 0 180 
1 0 1 0 1 1 0 0 1 1 1 0 0 1 1 1 0 200 
0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 390 
0 1 0 1 1 1 1 0 1 1 1 0 0 1 0 1 0 180 
0 0 0 1 0 1 0 1 0 0 1 0 0 1 1 1 0 90 
0 0 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 270 
0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 200 
0 0 0 1 1 1 1 1 1 0 1 0 0 1 1 1 0 340 
0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 370 
0 0 0 1 1 1 1 1 1 0 1 0 0 1 1 1 0 260 
1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 240 
0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 240 
0 1 0 0 1 1 0 0 1 1 0 0 0 1 1 1 0 210 
0 0 0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 300 
0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0 0 360 
0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 0 0 340 
0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 200 
1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 200 
0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 300 
0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 270 
0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 280 
0 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 200 
0 1 0 1 1 1 0 0 1 1 1 0 0 0 1 1 1 170 
0 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 160 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 190 
0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 190 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 140 
1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 140 
0 0 1 1 1 1 0 1 1 1 1 0 0 0 0 1 0 150 
0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 170 
1 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 360 
0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 320 
0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 325 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 0 0 1 0 1 1 0 0 0 0 1 0 320 
0 1 0 1 0 1 0 1 0 0 1 0 0 1 1 0 0 320 
0 0 0 0 0 1 0 1 1 1 1 0 0 1 0 1 0 340 
0 1 0 0 1 1 0 1 0 0 0 0 0 1 1 1 0 280 
0 0 0 0 1 1 0 0 1 1 1 0 0 1 1 1 0 260 
1 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 200 
0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 200 
0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 140 
0 1 0 1 1 1 0 0 0 1 0 0 0 1 0 1 0 240 
0 0 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 170 
0 0 0 1 1 1 0 0 1 1 1 0 0 0 0 1 0 190 
0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 200 
0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 1 0 150 
0 0 0 0 0 1 0 1 1 1 1 0 0 1 0 1 0 340 
0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 220 
0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 0 180 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240 
0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 160 
0 1 0 0 1 1 0 1 1 1 1 0 0 0 0 1 0 230 
0 1 0 1 1 1 0 1 1 1 1 0 0 0 0 1 0 240 
0 0 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 220 
0 0 0 1 0 1 0 1 1 1 1 0 0 0 0 1 0 210 
1 0 0 1 1 1 1 0 1 0 1 1 0 0 0 1 1 220 
0 0 0 1 0 1 0 0 1 1 1 0 0 1 0 1 1 210 
0 0 0 1 1 1 0 1 1 1 1 0 0 0 0 1 1 210 
0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 1 0 170 
1 0 0 1 0 1 1 1 1 0 1 1 0 1 0 1 0 280 
0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 1 200 
0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 300 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 310 
0 1 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0 120 
0 1 0 1 1 1 0 0 1 1 1 0 0 0 0 1 1 290 
0 0 0 1 0 1 1 0 1 0 1 0 0 1 0 1 0 120 
1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 120 
1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 100 
0 0 0 1 1 1 0 0 1 1 1 0 0 1 0 1 0 140 
0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 100 
1 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 140 
0 1 0 1 1 0 1 1 0 1 1 0 0 0 1 1 0 200 
